# Total Phase Data Center(tm) v5.00
# (c) 2005-2010 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,Record,Data
1,179,0:02.756.296,453.400 us,9 B,,   MOSI,01 4D 00 00 01 FF FF FF FF
1,180,0:02.756.296,453.400 us,9 B,,   MISO,FF F3 5A 00 01 FF FF FF FF
0,181,0:02.772.983,454.300 us,9 B,,Transaction,01FF 41F3 005A 5AFF 5AFF 5A03 5A00 5A00 5A5A
1,182,0:02.772.983,454.300 us,9 B,,   MOSI,01 41 00 5A 5A 5A 5A 5A 5A
1,183,0:02.772.983,454.300 us,9 B,,   MISO,FF F3 5A FF FF 03 00 00 5A
0,184,0:02.789.669,453.700 us,9 B,,Transaction,01FF 43F3 005A 0000 5A00 5A00 5A00 5A00 5A00
1,185,0:02.789.669,453.700 us,9 B,,   MOSI,01 43 00 00 5A 5A 5A 5A 5A
1,186,0:02.789.669,453.700 us,9 B,,   MISO,FF F3 5A 00 00 00 00 00 00
0,187,0:02.806.346,256.400 us,5 B,,Transaction,01FF 4279 005A 00FF 00FF
1,188,0:02.806.346,256.400 us,5 B,,   MOSI,01 42 00 00 00
1,189,0:02.806.346,256.400 us,5 B,,   MISO,FF 79 5A FF FF
0,190,0:02.823.052,671.200 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,191,0:02.823.052,671.200 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,192,0:02.823.052,671.200 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,193,0:02.839.812,670.100 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,194,0:02.839.812,670.100 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,195,0:02.839.812,670.100 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,196,0:02.856.422,670.900 us,21 B,,Transaction,01FF 4379 005A 01FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,197,0:02.856.422,670.900 us,21 B,,   MOSI,01 43 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,198,0:02.856.422,670.900 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,199,0:02.873.096,453.000 us,9 B,,Transaction,01FF 4DF3 005A 0100 0001 FFFF FFFF FFFF FFFF
1,200,0:02.873.096,453.000 us,9 B,,   MOSI,01 4D 00 01 00 FF FF FF FF
1,201,0:02.873.096,453.000 us,9 B,,   MISO,FF F3 5A 00 01 FF FF FF FF
0,202,0:02.889.778,453.200 us,9 B,,Transaction,01FF 43F3 005A 0000 5A00 5A00 5A00 5A00 5A00
1,203,0:02.889.778,453.200 us,9 B,,   MOSI,01 43 00 00 5A 5A 5A 5A 5A
1,204,0:02.889.778,453.200 us,9 B,,   MISO,FF F3 5A 00 00 00 00 00 00
0,205,0:02.906.480,670.800 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,206,0:02.906.480,670.800 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,207,0:02.906.480,670.800 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,208,0:02.923.162,670.500 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,209,0:02.923.162,670.500 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,210,0:02.923.162,670.500 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
