# Total Phase Data Center(tm) v5.00
# (c) 2005-2010 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,Record,Data
0,106,0:03.615.098,712.200 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,107,0:03.615.098,712.200 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,108,0:03.615.098,712.200 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,109,0:03.631.675,712.400 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,110,0:03.631.675,712.400 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,111,0:03.631.675,712.400 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,112,0:03.648.458,712.200 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,113,0:03.648.458,712.200 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,114,0:03.648.458,712.200 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,115,0:03.664.897,712.700 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,116,0:03.664.897,712.700 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,117,0:03.664.897,712.700 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,118,0:03.681.419,713.600 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,119,0:03.681.419,713.600 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,120,0:03.681.419,713.600 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,121,0:03.698.296,713.000 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,122,0:03.698.296,713.000 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,123,0:03.698.296,713.000 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,124,0:03.715.171,712.200 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,125,0:03.715.171,712.200 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,126,0:03.715.171,712.200 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,127,0:03.731.717,713.100 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,128,0:03.731.717,713.100 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,129,0:03.731.717,713.100 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,130,0:03.748.531,713.000 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,131,0:03.748.531,713.000 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,132,0:03.748.531,713.000 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,133,0:03.765.068,712.700 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,134,0:03.765.068,712.700 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,135,0:03.765.068,712.700 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,136,0:03.781.908,712.800 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,137,0:03.781.908,712.800 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,138,0:03.781.908,712.800 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,139,0:03.798.426,712.200 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,140,0:03.798.426,712.200 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,141,0:03.798.426,712.200 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
0,142,0:03.815.346,713.000 us,21 B,,Transaction,01FF 4279 005A 00FF 00FF 0080 0080 0080 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1,143,0:03.815.346,713.000 us,21 B,,   MOSI,01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,144,0:03.815.346,713.000 us,21 B,,   MISO,FF 79 5A FF FF 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00
